en,hi
rally,रैली
rally ,उछाल
rally ,रैली
rally ,सुधार
Ramadan ,रमज़ान
ramble ,सैर
rambler,रैंब्लर
rambler ,घुमक्कड़
rambling ,असंबद्ध
rambling ,घुमावदार
rambling,प्रलाप
rambling ,भ्रमण
RAM,रैम
ram,भित्ति-पातक
ram,ठूसना
ram,भेड़ा
ram,दुरमुस
ramification ,जटिलता
Ram ,राम
rampage ,उपद्रव
rampant ,उच्छृंखल
rampant ,व्याप्त
rampart ,परकोटा
ramp ,रैंप
ramshackle,जर्जर
ramshackle,घिसा-पिटा
ranching ,पशुपालन
ranch ,पशु-फ़ार्म
rancid ,बासी
rancid ,विकृतगंधी
rancid ,खट्टा
rancor ,विद्वेष
rancorous ,विद्वेषपूर्ण
rancour ,विद्वेष
rand,रैंड
random ,बेतरतीब
random ,निरुद्देश्य
randy ,कामोत्तेजित
rangefinder,परासमापी
range,कार्यक्षेत्र
range,चूल्हा
range,विस्तार
range,फैलाव
range,सीमा
range,माला
range,पंक्ति
range,प्रकार
range,पहुंच
range,गोचर
range,परिसर
range,क्षेत्र
range,मन्डल
range ,दूरी
range ,फैलाव
range ,प्रकार
Ranger,रेंजर
ranger ,वनपाल
rangy ,ताँतिया
rangy ,घुमक्क्ड़
rank-and-file,सामान्य
rank,अतिमात्र
rank,दूषित
rank,घासवाला
rank,पद
rank,श्रेणी
rank,मानचिन्ह
rank,पंक्ति
rank,मन्डली
rank,जत्था
rank,क्रम
rank,स्थान
rank,स्थिति
rank,कतार
ranking ,वरिष्ठतम
ranking,क्रम-सूची
ranking ,स्थान
ranking officer,सर्वोच्चाधिकारी
rank ,पद
rank,रैंक
ransack ,लूटना
ransom ,फीरौती
rant and rave,चिल्लाना
rant ,गरज्
rapacious ,भूखा
rapacious ,लालची
rapacious ,खूँखार
rapacious ,सर्वग्राही
rapacious ,हिंस्र
rape,तोरी
rape ,बलात्कार
raper ,बलात्कारी
rape ,लूटना
Raphia ,ताड़वृक्ष
raphia ,रैफ़िया
rap,रैप
rapid ,शीघ्र
rapid,तत्काल
rapid,द्रुत
rapid,तेज़
rapidity ,तेजी
rapids ,क्षिप्रिका
rapist ,बलात्कारी
rap ,खटखट
rap ,अभियोग
rap ,इल्ज़ाम
rap out,कहना
rap out,झाड़ना
rapport ,घनिष्ठता
rapprochement ,पुनर्मेल
rapscallion ,दुष्ट
rapt ,लीन
rapt ,भावविभोर
raptorial ,भूखा
raptorial ,हिंस्र
rapture,हर्षोन्माद
rapturous ,हर्षोन्मत्त
rap ,ठकठकाना
rap ,खटकटाना
rare ,अधपका
rare ,दुर्लभ
rare,असामान्य
rarefied ,असाधारण
rarefied ,सर्वोत्कृष्ट
rarefied ,विरलित
rareness ,अप्राप्यता
rareness ,दुर्लभता
rarified ,असाधारण
rarified ,उत्कृष्ट
rarified ,विरलित
raring ,उत्सुक
raring ,तत्पर
rarity ,अप्राप्यता
rarity ,दुर्लभता
rascality ,धूर्तता
rascality ,शरारत
rascally ,शरारती
rascally ,धूर्त
rascal ,दुष्ट
rash,अविवेकपूर्ण
rash,अंधाधुंध
rash,ददोरा
rashness ,उतावलापन
rashness ,अविवेक
raspberry,रसभरी
rasp ,कर्कशता
rasp ,घर्षणी
rasp ,रगड़ना
rat-a-tat,खटखटाहट
rat-a-tat ,खट-खट
rat-a-tat-tat,खटखटाहट
rat-a-tat-tat ,खट-खट
ratchet,रैचेट
rate,डाँटना
rate,मानना
rate,समझना
rate,गिनना
rate,दर
rate,भाव
rate,कोटि
rate,दर्जा
rate,निर्धारण
rate,अनुमान
rate,श्रेणी
rate,अनुपात
rate,उपकर
rate,वेग
rate ,दर
rate ,भाव
ratepayer,करदाता
rather ,कुछ
rather,उल्टे
rather,निःसन्देह
rather,यथेच्छ
rather,बल्कि
rather ,काफ़ी
rat,चूहा
rat,बेवफा
ratification,अनुसमर्थन
rating ,मूल्यांकन
ratio,अनुपात
rationale ,मूलाधार
rationale ,तर्काधार
rational,विवेकी
rational,विवेकपूर्ण
rationalisation,परिमेयकरण
rationalism,बुद्धिवाद
rationalism,तर्कवाद
rationalist ,बुद्धिवादी
rationalist ,तर्कणावादी
rationalist ,प्रत्यक्षवादी
rationality ,तार्किकता
rationality ,विवेक
rationalization,परिमेयकरण
ration ,हिस्सा
ration ,भोजन
ration out,बाँटना
rat-tat,खटखटाहट
rat-tat ,खट-खट
ratter ,विश्वासघाती
rattled ,उद्विग्न
rattle,खनखनाना
rattle,खनखनाहट
rattle,खड़ख़आना
rattle,धड़ा-धड़
rattle,झुनझुना
rattlesnake,रैटल-सर्प
spanking ,तेज़
rattling ,बहुत
raucous ,उग्र
raucous ,कर्कश
raucously ,कर्कशतापूर्वक
raucously ,उग्रतापूर्वक
raucousness ,उग्रता
raunchy ,मैला-कुचैला
raunchy ,अश्लील
raunchy ,कामोत्तेजक
rave,रेव
ravel ,उधड़न
raven ,काला
ravening ,भूखा
ravening ,भुक्खड़
ravening ,लालची
ravening ,हिंस्र
ravenous ,भूखा
ravenous ,भुक्खड़
ravenous ,क्षुधातुर
raven ,शिकारअना
raven ,भकोसना
raven ,लूटना
rave ,गरज्
ravine,दर्रा
raving ,प्रलापी
raving ,एकदम
raving,एकदम
ravings ,प्रलापअ
ravishing ,आकर्षक
ravishing ,सम्मोहक
raw ,कच्चा
raw ,अपरिष्कृत
raw,अपरिपक्व
raw,अधूरा
raw,अनिर्मित
raw,कच्चा
raw,अपक्व
raw,अनुभवहीन
raw,अनभ्यस्त
unsaponified ,असाबुनीकृत
raw,फूहड़
raw,त्वग्विदारित
raw,अनलँकृत
raw-boned,दुबला-पतला
raw,नम
raw,शीत
raw,नया
raw material,उपादान
rawness ,अपरिष्कृतता
rawness ,हरापन
ray,किरण
ray,शंकुश
rayon ,रेयॉन
ray,ऋषभ
razor-blade,पत्ती
razor ,रेज़र
Rd.,मार्ग
Rd,मार्ग
reachable ,सुगम्य
reach,बढना
reach,पहुँचना
reach,पह्ँउचाना
reach,फैलाना
reach,पह्ँउचना
ligature ,संयुक्ताक्षर
reach,पहुँच्ना
reach,फैलना
reach,फैलाव
reach,पाट
reach ,पह्ंउचना
reach ,पहुँचना
reactionary ,प्रतिक्रियावादी
reaction,प्रतिक्रिया
reaction,प्रभाव
reaction,प्रतिगमन
reactionist ,प्रतिक्रियावादी
reaction,अभिक्रिया
reactive ,प्रतिक्रियात्मक
reactive,प्रतिक्रियाशील
reactivity ,प्रतिसंवेदनशीलता
reactor,प्रतिघातक
reactor,रियैक्टर
readability ,पठनीयता
readability ,रोचकता
readability ,सुपाठ्यता
readability ,सुवाच्यता
readable ,पठनीय
readable ,रोचक
readable ,सुपाठ्य
readable ,सुवाच्य
read,समझना
read,बताना
read,बूझना
read,पढना
read,बाँचना
read,ताढना
